initialize network with normal
loading renderer from pre-trained checkpoint...
begin drawing...
iteration step 0, G_loss: 0.00000, step_acc: 6.91643, grid_scale: 1 / 5, strokes: 1 / 9
iteration step 416, G_loss: 0.16050, step_acc: 13.12121, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 417, G_loss: 0.16049, step_acc: 13.11972, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 418, G_loss: 0.16048, step_acc: 13.12172, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 419, G_loss: 0.16047, step_acc: 13.12107, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 420, G_loss: 0.16045, step_acc: 13.15146, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 421, G_loss: 0.15969, step_acc: 13.17580, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 422, G_loss: 0.15913, step_acc: 13.18234, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 423, G_loss: 0.15897, step_acc: 13.19726, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 424, G_loss: 0.15855, step_acc: 13.20840, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 425, G_loss: 0.15823, step_acc: 13.21099, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 426, G_loss: 0.15811, step_acc: 13.21575, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 427, G_loss: 0.15800, step_acc: 13.21793, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 428, G_loss: 0.15790, step_acc: 13.22106, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 429, G_loss: 0.15781, step_acc: 13.22385, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 430, G_loss: 0.15772, step_acc: 13.22616, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 431, G_loss: 0.15765, step_acc: 13.22819, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 432, G_loss: 0.15760, step_acc: 13.23762, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 433, G_loss: 0.15729, step_acc: 13.23949, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 434, G_loss: 0.15723, step_acc: 13.24061, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 435, G_loss: 0.15718, step_acc: 13.24241, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 436, G_loss: 0.15713, step_acc: 13.24489, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 437, G_loss: 0.15708, step_acc: 13.24685, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 438, G_loss: 0.15703, step_acc: 13.24892, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 439, G_loss: 0.15699, step_acc: 13.25138, grid_scale: 4 / 5, strokes: 8 / 9
iteration step 440, G_loss: 0.15694, step_acc: 13.25275, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 441, G_loss: 0.15688, step_acc: 13.25416, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 442, G_loss: 0.15684, step_acc: 13.25911, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 443, G_loss: 0.15671, step_acc: 13.26629, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 444, G_loss: 0.15653, step_acc: 13.27754, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 445, G_loss: 0.15614, step_acc: 13.27980, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 446, G_loss: 0.15600, step_acc: 13.28435, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 447, G_loss: 0.15589, step_acc: 13.28726, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 448, G_loss: 0.15578, step_acc: 13.29136, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 449, G_loss: 0.15566, step_acc: 13.29308, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 450, G_loss: 0.15555, step_acc: 13.29680, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 451, G_loss: 0.15545, step_acc: 13.29763, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 452, G_loss: 0.15537, step_acc: 13.29990, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 453, G_loss: 0.15532, step_acc: 13.30155, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 454, G_loss: 0.15527, step_acc: 13.30140, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 455, G_loss: 0.15523, step_acc: 13.30220, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 456, G_loss: 0.15520, step_acc: 13.30393, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 457, G_loss: 0.15516, step_acc: 13.30468, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 458, G_loss: 0.15512, step_acc: 13.30551, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 459, G_loss: 0.15508, step_acc: 13.30714, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 460, G_loss: 0.15504, step_acc: 13.30711, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 461, G_loss: 0.15500, step_acc: 13.30938, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 462, G_loss: 0.15496, step_acc: 13.31023, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 463, G_loss: 0.15491, step_acc: 13.31125, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 464, G_loss: 0.15487, step_acc: 13.31322, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 465, G_loss: 0.15483, step_acc: 13.31430, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 466, G_loss: 0.15478, step_acc: 13.31749, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 467, G_loss: 0.15470, step_acc: 13.32059, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 468, G_loss: 0.15464, step_acc: 13.32186, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 469, G_loss: 0.15458, step_acc: 13.32318, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 470, G_loss: 0.15454, step_acc: 13.32336, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 471, G_loss: 0.15450, step_acc: 13.32541, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 472, G_loss: 0.15446, step_acc: 13.32588, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 473, G_loss: 0.15441, step_acc: 13.32761, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 474, G_loss: 0.15436, step_acc: 13.32820, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 475, G_loss: 0.15432, step_acc: 13.32952, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 476, G_loss: 0.15428, step_acc: 13.32992, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 477, G_loss: 0.15425, step_acc: 13.33175, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 478, G_loss: 0.15422, step_acc: 13.33019, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 479, G_loss: 0.15422, step_acc: 13.33244, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 480, G_loss: 0.15419, step_acc: 13.33124, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 481, G_loss: 0.15419, step_acc: 13.33210, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 482, G_loss: 0.15417, step_acc: 13.33213, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 483, G_loss: 0.15416, step_acc: 13.33395, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 484, G_loss: 0.15414, step_acc: 13.33308, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 485, G_loss: 0.15412, step_acc: 13.33491, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 486, G_loss: 0.15410, step_acc: 13.33403, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 487, G_loss: 0.15409, step_acc: 13.33413, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 488, G_loss: 0.15404, step_acc: 13.33524, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 489, G_loss: 0.15397, step_acc: 13.33826, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 490, G_loss: 0.15391, step_acc: 13.33831, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 491, G_loss: 0.15388, step_acc: 13.33981, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 492, G_loss: 0.15385, step_acc: 13.34001, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 493, G_loss: 0.15382, step_acc: 13.34101, grid_scale: 4 / 5, strokes: 9 / 9
iteration step 494, G_loss: 0.15379, step_acc: 13.34192, grid_scale: 4 / 5, strokes: 9 / 9
rendering canvas...
iteration step 0, G_loss: 0.15377, step_acc: 12.97033, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 1, G_loss: 0.16058, step_acc: 12.97007, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 2, G_loss: 0.16058, step_acc: 12.99324, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 3, G_loss: 0.16025, step_acc: 13.01054, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 4, G_loss: 0.15989, step_acc: 13.01485, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 5, G_loss: 0.15980, step_acc: 13.01553, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 6, G_loss: 0.15977, step_acc: 13.01618, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 7, G_loss: 0.15975, step_acc: 13.01658, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 8, G_loss: 0.15973, step_acc: 13.01691, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 9, G_loss: 0.15972, step_acc: 13.01711, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 10, G_loss: 0.15971, step_acc: 13.01731, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 11, G_loss: 0.15970, step_acc: 13.01755, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 12, G_loss: 0.15969, step_acc: 13.01772, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 13, G_loss: 0.15969, step_acc: 13.01793, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 14, G_loss: 0.15968, step_acc: 13.01818, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 15, G_loss: 0.15967, step_acc: 13.01846, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 16, G_loss: 0.15966, step_acc: 13.01871, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 17, G_loss: 0.15966, step_acc: 13.01900, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 18, G_loss: 0.15964, step_acc: 13.01930, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 19, G_loss: 0.15963, step_acc: 13.01959, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 20, G_loss: 0.15962, step_acc: 13.01997, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 21, G_loss: 0.15961, step_acc: 13.02167, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 22, G_loss: 0.15955, step_acc: 13.02381, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 23, G_loss: 0.15948, step_acc: 13.02425, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 24, G_loss: 0.15946, step_acc: 13.02487, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 25, G_loss: 0.15944, step_acc: 13.02552, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 26, G_loss: 0.15942, step_acc: 13.02609, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 27, G_loss: 0.15940, step_acc: 13.02672, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 28, G_loss: 0.15938, step_acc: 13.02722, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 29, G_loss: 0.15936, step_acc: 13.02772, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 30, G_loss: 0.15934, step_acc: 13.02827, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 31, G_loss: 0.15932, step_acc: 13.02893, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 32, G_loss: 0.15929, step_acc: 13.02923, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 33, G_loss: 0.15927, step_acc: 13.02936, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 34, G_loss: 0.15927, step_acc: 13.02950, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 35, G_loss: 0.15926, step_acc: 13.02965, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 36, G_loss: 0.15925, step_acc: 13.02981, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 37, G_loss: 0.15925, step_acc: 13.02994, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 38, G_loss: 0.15924, step_acc: 13.03009, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 39, G_loss: 0.15924, step_acc: 13.03023, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 40, G_loss: 0.15923, step_acc: 13.03038, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 41, G_loss: 0.15922, step_acc: 13.03057, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 42, G_loss: 0.15922, step_acc: 13.03083, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 43, G_loss: 0.15921, step_acc: 13.03111, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 44, G_loss: 0.15920, step_acc: 13.03139, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 45, G_loss: 0.15919, step_acc: 13.03163, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 46, G_loss: 0.15918, step_acc: 13.03192, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 47, G_loss: 0.15917, step_acc: 13.03223, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 48, G_loss: 0.15916, step_acc: 13.03257, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 49, G_loss: 0.15915, step_acc: 13.03288, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 50, G_loss: 0.15914, step_acc: 13.03323, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 51, G_loss: 0.15912, step_acc: 13.03358, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 52, G_loss: 0.15911, step_acc: 13.03398, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 53, G_loss: 0.15910, step_acc: 13.03440, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 54, G_loss: 0.15909, step_acc: 13.03501, grid_scale: 5 / 5, strokes: 1 / 9
iteration step 55, G_loss: 0.15907, step_acc: 13.03533, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 56, G_loss: 0.15905, step_acc: 13.03305, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 57, G_loss: 0.15907, step_acc: 13.03734, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 58, G_loss: 0.15901, step_acc: 13.06081, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 59, G_loss: 0.15861, step_acc: 13.06404, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 60, G_loss: 0.15853, step_acc: 13.06723, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 61, G_loss: 0.15847, step_acc: 13.06817, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 62, G_loss: 0.15844, step_acc: 13.06917, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 63, G_loss: 0.15840, step_acc: 13.07315, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 64, G_loss: 0.15834, step_acc: 13.07426, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 65, G_loss: 0.15830, step_acc: 13.07526, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 66, G_loss: 0.15828, step_acc: 13.07645, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 67, G_loss: 0.15825, step_acc: 13.07777, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 68, G_loss: 0.15821, step_acc: 13.07876, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 69, G_loss: 0.15818, step_acc: 13.08000, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 70, G_loss: 0.15813, step_acc: 13.08123, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 71, G_loss: 0.15809, step_acc: 13.08217, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 72, G_loss: 0.15806, step_acc: 13.08279, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 73, G_loss: 0.15803, step_acc: 13.08354, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 74, G_loss: 0.15801, step_acc: 13.08426, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 75, G_loss: 0.15798, step_acc: 13.08490, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 76, G_loss: 0.15796, step_acc: 13.08577, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 77, G_loss: 0.15794, step_acc: 13.08669, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 78, G_loss: 0.15791, step_acc: 13.08765, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 79, G_loss: 0.15788, step_acc: 13.08872, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 80, G_loss: 0.15785, step_acc: 13.08981, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 81, G_loss: 0.15782, step_acc: 13.09130, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 82, G_loss: 0.15779, step_acc: 13.09279, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 83, G_loss: 0.15775, step_acc: 13.09444, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 84, G_loss: 0.15771, step_acc: 13.09656, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 85, G_loss: 0.15766, step_acc: 13.10809, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 86, G_loss: 0.15743, step_acc: 13.10940, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 87, G_loss: 0.15738, step_acc: 13.11076, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 88, G_loss: 0.15733, step_acc: 13.11218, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 89, G_loss: 0.15728, step_acc: 13.11367, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 90, G_loss: 0.15724, step_acc: 13.11509, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 91, G_loss: 0.15720, step_acc: 13.11674, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 92, G_loss: 0.15716, step_acc: 13.11851, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 93, G_loss: 0.15710, step_acc: 13.12032, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 94, G_loss: 0.15705, step_acc: 13.12173, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 95, G_loss: 0.15699, step_acc: 13.12321, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 96, G_loss: 0.15694, step_acc: 13.12437, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 97, G_loss: 0.15691, step_acc: 13.12564, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 98, G_loss: 0.15687, step_acc: 13.12688, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 99, G_loss: 0.15683, step_acc: 13.12812, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 100, G_loss: 0.15679, step_acc: 13.12924, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 101, G_loss: 0.15676, step_acc: 13.13034, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 102, G_loss: 0.15672, step_acc: 13.13172, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 103, G_loss: 0.15668, step_acc: 13.13310, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 104, G_loss: 0.15664, step_acc: 13.13371, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 105, G_loss: 0.15661, step_acc: 13.13477, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 106, G_loss: 0.15658, step_acc: 13.13543, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 107, G_loss: 0.15655, step_acc: 13.13632, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 108, G_loss: 0.15653, step_acc: 13.13708, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 109, G_loss: 0.15650, step_acc: 13.13791, grid_scale: 5 / 5, strokes: 2 / 9
iteration step 110, G_loss: 0.15647, step_acc: 13.13824, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 111, G_loss: 0.15645, step_acc: 13.13791, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 112, G_loss: 0.15645, step_acc: 13.21643, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 113, G_loss: 0.15544, step_acc: 13.23955, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 114, G_loss: 0.15502, step_acc: 13.25134, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 115, G_loss: 0.15481, step_acc: 13.26147, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 116, G_loss: 0.15457, step_acc: 13.26992, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 117, G_loss: 0.15441, step_acc: 13.27855, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 118, G_loss: 0.15424, step_acc: 13.28654, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 119, G_loss: 0.15407, step_acc: 13.29595, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 120, G_loss: 0.15391, step_acc: 13.30820, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 121, G_loss: 0.15368, step_acc: 13.31980, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 122, G_loss: 0.15347, step_acc: 13.33031, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 123, G_loss: 0.15328, step_acc: 13.33621, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 124, G_loss: 0.15314, step_acc: 13.34110, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 125, G_loss: 0.15302, step_acc: 13.34549, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 126, G_loss: 0.15292, step_acc: 13.35026, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 127, G_loss: 0.15280, step_acc: 13.35399, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 128, G_loss: 0.15272, step_acc: 13.35677, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 129, G_loss: 0.15265, step_acc: 13.35930, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 130, G_loss: 0.15258, step_acc: 13.36203, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 131, G_loss: 0.15250, step_acc: 13.36474, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 132, G_loss: 0.15243, step_acc: 13.36632, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 133, G_loss: 0.15239, step_acc: 13.36887, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 134, G_loss: 0.15234, step_acc: 13.37111, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 135, G_loss: 0.15229, step_acc: 13.37337, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 136, G_loss: 0.15224, step_acc: 13.37566, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 137, G_loss: 0.15218, step_acc: 13.37767, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 138, G_loss: 0.15214, step_acc: 13.37948, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 139, G_loss: 0.15211, step_acc: 13.38068, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 140, G_loss: 0.15208, step_acc: 13.38230, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 141, G_loss: 0.15205, step_acc: 13.38351, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 142, G_loss: 0.15202, step_acc: 13.38527, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 143, G_loss: 0.15200, step_acc: 13.38562, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 144, G_loss: 0.15197, step_acc: 13.38744, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 145, G_loss: 0.15195, step_acc: 13.38874, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 146, G_loss: 0.15192, step_acc: 13.39357, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 147, G_loss: 0.15179, step_acc: 13.39646, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 148, G_loss: 0.15172, step_acc: 13.39916, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 149, G_loss: 0.15167, step_acc: 13.40079, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 150, G_loss: 0.15163, step_acc: 13.40286, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 151, G_loss: 0.15159, step_acc: 13.40411, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 152, G_loss: 0.15156, step_acc: 13.40580, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 153, G_loss: 0.15154, step_acc: 13.40679, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 154, G_loss: 0.15151, step_acc: 13.40888, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 155, G_loss: 0.15147, step_acc: 13.40980, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 156, G_loss: 0.15144, step_acc: 13.41171, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 157, G_loss: 0.15141, step_acc: 13.41267, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 158, G_loss: 0.15138, step_acc: 13.41454, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 159, G_loss: 0.15134, step_acc: 13.41548, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 160, G_loss: 0.15132, step_acc: 13.41719, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 161, G_loss: 0.15128, step_acc: 13.41799, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 162, G_loss: 0.15126, step_acc: 13.41933, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 163, G_loss: 0.15124, step_acc: 13.42015, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 164, G_loss: 0.15121, step_acc: 13.42174, grid_scale: 5 / 5, strokes: 3 / 9
iteration step 165, G_loss: 0.15117, step_acc: 13.42244, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 166, G_loss: 0.15115, step_acc: 13.42350, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 167, G_loss: 0.15113, step_acc: 13.43379, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 168, G_loss: 0.15088, step_acc: 13.43859, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 169, G_loss: 0.15068, step_acc: 13.44067, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 170, G_loss: 0.15062, step_acc: 13.44200, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 171, G_loss: 0.15059, step_acc: 13.44298, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 172, G_loss: 0.15056, step_acc: 13.44467, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 173, G_loss: 0.15052, step_acc: 13.44596, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 174, G_loss: 0.15048, step_acc: 13.44746, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 175, G_loss: 0.15044, step_acc: 13.44853, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 176, G_loss: 0.15041, step_acc: 13.45010, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 177, G_loss: 0.15037, step_acc: 13.45161, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 178, G_loss: 0.15033, step_acc: 13.45344, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 179, G_loss: 0.15029, step_acc: 13.45487, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 180, G_loss: 0.15025, step_acc: 13.45674, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 181, G_loss: 0.15022, step_acc: 13.45803, grid_scale: 5 / 5, strokes: 4 / 9
iteration step 182, G_loss: 0.15019, step_acc: 13.45992, grid_scale: 5 / 5, strokes: 4 / 9
